Response ID,Start Date,End Date,Response Type,IP Address,Finished,Distribution Channel,User Language,QYes_Consent,Q2_Age,Q3_EDU_STATUS,Q4_TV,Q4_CRTN,Q4_CMC,Q4_VGM,Q4_MOV,Q4_BKS,Q4_OTR,Q5_TV_RNK,Q5_CRTN_RNK,Q5_CMC_RNK,Q5_VGM_RNK,Q5_MOV_RNK,Q5_BKS_RNK,Q5_OTR_RNK,Q6_FRMT,Q6_EMOT,Q6_INTL,Q6_IMAG,Q6_NOST,Q6_ACSS,Q6_INTR,Q6_VARI,Q6_VISU,Q6_STRY,Q7_FAV_IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,q8,,,,,,,,,q8,Q9_IP_AGE,Q9_IP-AGE_Yes,Q9_IP-AGE_2-5,Q9_IP-AGE_5+,Q9_IP-AGE_NOST,QYesNo_BUYER,QYesYes_BUY_CLTH,QYesYes_BUY_FIGS,QYesYes_BUY_VDGM,QYesYes_BUY_CMCS,QYesYes_BUY_HMDC,QYesYes_BUY_TOYS,QYesYes_BUY_TCGS,QYesYes_BUY_MKUP,QYesYes_BUY_NONE,QYes2_INFL_BUY,,,,,,,,,,,QYes3_PROM,,,QYes7_CLTR_INTV,QYes7_CLTR_ACTV,QYes7_CLTR_CSAL,QYes7_CLTR_NONE,QYes8_CLCT_COIN,QYes8_CLCT_ART,QYes8_CLCT_VNTG,QYes8_CLCT_TOYS,QYes8_CLCT_BOOK,QYes8_CLCT_SPRT,QYes8_CLCT_MUSK,QYes8_CLCT_TCGS,QYes8_CLCT_DVDS,QYes8_CLCT_DGTL,QYes8_CLCT_OTHR,QYes9_MOT_OTHR,QYes9_MOT_PEER,QYes9_MOT_SATIS,QYes9_MOT_CMPT,QYes9_MOT_HIST,QYes9_MOT_AEST,QYes9_MOT_SCAL,QYes9_MOT_PSON,QYes9_MOT_INVR,QYes9_MOT_NOST,Q20-WhereBuy-,,,,,,,,Q2Yes_FRQNT_Yes,Q2Yes_FRQNT_2,Q2Yes_FRQNT_3,Q22_VALUE-,Q22_VAL_RART,Q22_VAL_PRCE,Q22_VAL_EMOT,Q22_VAL_RSLE,Q22_VAL_RECO,Q22_VAL_RCGN,Q22_VAL_OTHR,Q23_STS-Q7_ACTV,Q23_STS-Q7_CSAL,Q23_STS-Q7_INCT,Q23_STS-Q7_NONE,Q24_SEE-AS-COLTR,Q25-GENDER,Q26_EMPLYMNT,Q27_STS_CVL,Q27_STS_HME,Q27_STS_PRNT,COLLECTOR
Response ID,Start Date,End Date,Response Type,IP Address,Finished,Distribution Channel,User Language,QYes_Consent,Q2-Age Group,Which of the following best describes your current education status?,Q4-TV shows/ Streaming services,Q4-Cartoons/Anime,Q4-Comic books ,Q4-Video games ,Q4-Movie theatres,Q4-Books,Q4-Other (please specify):,Q5-RANK- TV shows/ Streaming services,Q5-RANK- Cartoons/Anime,Q5-RANK- Comic books ,Q5-RANK- Video games ,Q5-RANK- Movie theatres,Q5-RANK- Books ,"Among the options you've selected, please rank them in order of preference. (Yes being the most favorite, 2 being the second most favorite, and so on) - Q5-RANK- specify):",Q6-Format preferences ,Q6-Emotional connection ,Q6-Intellectual stimulation ,Q6-Imagination and creativity ,Q6-Nostalgia,Q6-Access to it ,Q6-Interactivity,Q6-Variety of topics and content ,Q6-Visual appeal ,Q6-Deeper storytelling ,Q7-Favorite IP,Q7-IP-Release date,Q7-Type of IP,Type of IP-Drama,Type of IP-Sci-Fi,Type of IP-Adventure,Type of IP-Action,Type of IP-Comedy,Type of IP-War,Type of IP-Superhero,Type of IP-Fantasy,Type of IP-Animation,Type of IP-Reality,Type of IP-Cooking,Type of IP-Historical,Type of IP-Social,Type of IP-Military,Type of IP-Crime,Type of IP-Mystery,Type of IP-Non-Fiction,Type of IP-Horror,Type of IP-Thriller,Type of IP-Platformer,Type of IP-Children's Literature,Type of IP-Mecha,Type of IP-Romance,Type of IP-Battle Royale,Type of IP-Crime,Q8-WhyIP-Other (please specify): ,"Q8-WhyIP-Brings joy or humor, makes me happy ",Q8-WhyIP-Nostalgia,Q8-WhyIP-High-quality writing ,Q8-WhyIP-Impactful messages or themes ,Q8-WhyIP-Memorable moments or scenes ,Q8-WhyIP-Immersive gameplay (for video games) ,Stunning visual or graphic design ,Q8-WhyIP-Relatable characters ,Q8-WhyIP-Engaging storyline or plot ,Q9-IP_AGE, Q9_IP-AGE_Recent (Released in the past year) ,Q9_IP-AGE_Fairly recent (Released in the past Yes-5 years) ,Q9_IP-AGE_Moderately old (Released more than 5 years ago) ,Q9_IP-AGE_Childhood favorite (I enjoyed it during my childhood) ,Q10-R_U_BUYER,Q11-BuyWhat-Clothing or apparel ,Q11-BuyWhat-Collectible figures or merchandise ,Q11-BuyWhat-Video games ,Q11-BuyWhat-Comic books or graphic novels (related to the IP) ,Q11-BuyWhat-Home decor/Posters ,Q11-BuyWhat-Toys or action figures ,Q11-BuyWhat-Board games/Trading card games ,Q11-BuyWhat-Makeup or beauty products ,Q11-BuyWhat-None of these ,Q12-Influence of IP,Q13-WhyBuy-It is indifferent to me ,Q13-WhyBuy-Excitement or Happiness ,Q13-WhyBuy-Connection to the IP's storyline or characters ,Q13-WhyBuy-Proud to support the IP ,Q13-WhyBuy-Nostalgia,Q13-WhyBuy-Love and loyalty for the IP ,Q13-WhyBuy-Collectible value ,Q13-WhyBuy-Personal connection to the IP ,Q13-WhyBuy-Peer influence or social validation ,Q13-WhyBuy-Product quality or uniqueness  ,Q13-WhyBuy-Promotions or discounts ,How often do you find yourself buying products related to your favorite intellectual properties (IPs in general)?,"Have you ever engaged in collecting items or objects? If so, please select the option that best describes your collecting experience:","Yes, I have collected items in the past.","Yes, I am currently actively collecting items.","Yes, I collect items casually from time to time.","No, I have never engaged in collecting items.",Stamps and or Coins ,"Artwork (e.g., paintings, drawings) ",Vintage or antique ítems ,"Action figures, toys or collectible merchandise ","Books, comics, or graphic novels ",Sports memorabilia ,"music memorabilia (e.g., vinyl records, concert posters",Trading cards /Board games,"DVDs, Blu-rays, or other media ","Digital Items (e.g., digital collectibles, in-game items, NFTs) ",Other (please specify): ,Other (please specify): ,Peer influence or social validation ,Personal satisfaction ,Completionist desire ,Historical interest ,Aesthetic appeal ,Social or community involvement ,Passion for the items or themes ,Investment potential ,Nostalgia ,Q20-WhereBuy-Purchase from retailers ,Attend auctions or collectibles fairs ,"Online marketplaces (e.g., eBay, Etsy, in-game Market) ", Trade or swap with other collectors , Inherit or receive as gifts ,"Acquired through opportunities (e.g., unexpected finds, special events)",Other (please specify): ,Q21-frequency of adding,Rarely - Once a year or less ,Occasionally - Once a month or a few times a year ,Very frequently - Multiple times a month ,Q22_VALUE 4 Item,Q22_VALUE-Rarity or uniqueness ,Q22_VALUE-Price or affordability ,Q22_VALUE-Emotional connection to the item ,Q22_VALUE-Potential resale value ,Q22_VALUE-Recommendations from other collectors ,"Q22_VALUE-Recognition or acknowledgment by others (e.g., peers, community) ",Q22_VALUE-Other (please specify): ,Q23-Active Collector,Q23-Casual Collector,Q23-Former Collector,Q23-Non-Collector,Q24-Consider a Collector,Gender:,Employment Status:,Status,home,Childrens,Yes/no
R_yR2mlrQ8DWm9cbf,45244.856Yes226852,45244.85938,IP Address,24.2Yes2.237.Yes46,Yes,anonymous,EN,Yes,Yes8 - 24,Completed a postgraduate degree,No,No,No,Yes,No,No,No,0,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,No,No,No, Titanic                       ,(1995-1999), Movie            ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes, Moderately old (Released more than 5 years ago) ,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Strongly influence ,No,No,No,No,No,Yes,No,No,No,No,No,Occasionally - Once a month or a few times a year ,"Yes, I am currently actively collecting items.",No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Occasionally - Once a month or a few times a year ,No,Yes,No, Rarity or uniqueness ,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Male, Employed part-time ,Relationship,Familiar/shared,No,Yes
R_3YesveYSXn8RPNogPq,45244.88876Yes574Yes,45244.9NoYesNoNo69444,IP Address,Yes74.9Yes.Yes73.Yes3Yes,Yes,anonymous,EN,Yes,35 - 44,"Currently enrolled in a postgraduate program (e.g., Master's, Ph.D., MBA)",Yes,Yes,Yes,No,Yes,No,No,2,1,4,0,3,0,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes, Jurassic Park                 ,(1990-1994), Movie            ,0,1,1,1,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes, Childhood favorite (I enjoyed it during my childhood) ,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Moderately influence ,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Rarely - Once a year or less ,"Yes, I am currently actively collecting items.",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Occasionally - Once a month or a few times a year ,No,Yes,No," Recognition or acknowledgment by others (e.g., peers, community) ",No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Male, Student ,Married ,Familiar/shared,No,Yes
R_ujICduFrYoPTB85,45245.366Yes226852,45245.37926,IP Address,66.234.32.Yes2No,Yes,anonymous,EN,Yes,25-34,Completed a postgraduate degree,Yes,No,No,Yes,Yes,No,No,2,0,0,1,3,0,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes, The Office                    ,(2000-2004), TV Series        ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes, Moderately old (Released more than 5 years ago) ,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Moderately influence ,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Rarely - Once a year or less ,"Yes, I have collected items in the past.",Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Rarely - Once a year or less ,Yes,No,No, Emotional connection to the item ,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Male, Student ,Married ,Familiar/shared,No,Yes
R_YespTYesGbAvRxKvCOZ,45244.9No83YesNoYes852,45245.4Yes64467593,IP Address,24.2Yes2.237.Yes47,Yes,anonymous,EN,Yes,35 - 44,"Currently enrolled in a postgraduate program (e.g., Master's, Ph.D., MBA)",Yes,No,No,No,No,Yes,No,1,0,0,0,0,2,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes, Inglourious Basterds          ,(2005-2009), Movie            ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes, Moderately old (Released more than 5 years ago) ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,Unknown,"No, I have never engaged in collecting items.",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,Female, Employed part-time ,Married ,Familiar/shared,No,No
R_33YesEajlKjjqX5nv,45245.47Yes4467593,45245.477NoYes38889,IP Address,Yes8Yes.235.9Yes.242,Yes,anonymous,ES,Yes,25-34,Completed a postgraduate degree,Yes,No,No,No,Yes,Yes,No,2,0,0,0,1,3,No,Yes,No,No,Yes,No,No,No,No,Yes,No, The Royal Tenenbaums          ,(2000-2004), Movie            ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes, Moderately old (Released more than 5 years ago) ,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Moderately influence ,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Occasionally - Once a month or a few times a year ,"Yes, I am currently actively collecting items.",No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Very frequently - Multiple times a month ,No,No,Yes, Emotional connection to the item ,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Female,Employed full-time ,Married ,Familiar/shared,Yes,Yes
R_YesEWE9ZDwAAgRzpV,45245.478No9No2778,45245.482Yes759259,IP Address,Yes9Yes.95.24.2No3,Yes,anonymous,ES,Yes,25-34,Completed a postgraduate degree,Yes,Yes,No,Yes,Yes,No,No,4,2,0,1,3,0,No,No,No,No,Yes,No,No,No,No,Yes,No, Superman                      ,(1975-1979), Movie            ,0,1,1,1,0,0,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No, Childhood favorite (I enjoyed it during my childhood) ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Slightly influence ,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Occasionally - Once a month or a few times a year ,"Yes, I am currently actively collecting items.",No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Occasionally - Once a month or a few times a year ,No,Yes,No, Emotional connection to the item ,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Male,Employed full-time ,Single,Alone,No,Yes
R_O9kXrjlWIYesrBIGZ,45245.496435Yes852,45245.49986YesYesYesYesYes,IP Address,Yes9Yes.Yes56.25No.Yes79,Yes,anonymous,EN,Yes,25-34,Completed a postgraduate degree,Yes,No,No,Yes,No,No,No,2,0,0,1,0,0,No,Yes,No,No,No,No,No,Yes,No,No,No, Final Fantasy                 ,(1985-1989), Video Game       ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Childhood favorite (I enjoyed it during my childhood) ,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Strongly influence ,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Very frequently - Multiple times a month ,"Yes, I collect items casually from time to time.",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Occasionally - Once a month or a few times a year ,No,Yes,No, Rarity or uniqueness ,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Male,Employed full-time ,Single,Alone,No,Yes
R_8qVPoYVzvh3US4x,45245.49585648Yes5,45245.5NoNo42824No7,IP Address,Yes86.82.87.YesYes3,Yes,anonymous,ES,Yes,25-34,Completed a postgraduate degree,No,Yes,Yes,Yes,No,No,No,0,3,2,1,0,0,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes, Yu-Gi-Oh                      ,(1995-1999), Anime/Series     ,0,0,0,1,0,0,0,1,1,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes, Moderately old (Released more than 5 years ago) ,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Strongly influence ,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Very frequently - Multiple times a month ,"Yes, I am currently actively collecting items.",No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Occasionally - Once a month or a few times a year ,No,Yes,No, Rarity or uniqueness ,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Male,Employed full-time ,Married ,Familiar/shared,Yes,Yes
R_3fPYes4Snu6jbZCux,45245.4989699No74,45245.5No24537No37,IP Address,Yes9Yes.95.Yes43.2No9,Yes,anonymous,ES,Yes,25-34,Completed a postgraduate degree,No,Yes,No,Yes,Yes,No,No,0,3,0,1,2,0,No,Yes,No,No,No,No,Yes,No,Yes,No,No, Pokemon                       ,(1995-1999), Anime/Series     ,0,0,1,1,0,0,0,0,1,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No, Childhood favorite (I enjoyed it during my childhood) ,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Strongly influence ,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Rarely - Once a year or less ,"Yes, I collect items casually from time to time.",No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Occasionally - Once a month or a few times a year ,No,Yes,No, Price or affordability ,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Male, Employed part-time ,Single,Alone,No,Yes
R_3MipfCv5NokwjUin,45245.7No4Yes898Yes48,45245.7YesNo324No74Yes,IP Address,Yes9No.YesNo9.28.Yes,Yes,anonymous,ES,Yes,25-34,"Currently enrolled or completed an undergraduate program (e.g., Bachelor's degree)",Yes,Yes,No,Yes,Yes,No,No,2,1,0,4,3,0,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No, Naruto                        ,(2000-2004), Anime/Series     ,0,0,1,1,0,0,0,0,1,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No, Childhood favorite (I enjoyed it during my childhood) ,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Moderately influence ,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Rarely - Once a year or less ,"No, I have never engaged in collecting items.",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,Male, Student ,Single,Parents,No,No
R_2QWc8FspTxNotdF7,45245.853No4398Yes5,45245.856Yes342593,IP Address,Yes42.Yes26.25Yes.2Yes4,Yes,anonymous,EN,Yes,25-34,"Currently enrolled in a postgraduate program (e.g., Master's, Ph.D., MBA)",Yes,Yes,No,No,Yes,No,No,2,1,0,0,3,0,No,No,No,No,No,Yes,No,No,No,No,No,The Office,(2000-2004), TV Series        ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes, Moderately old (Released more than 5 years ago) ,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Slightly influence ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Rarely - Once a year or less ,"Yes, I have collected items in the past.",Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Rarely - Once a year or less ,Yes,No,No, Emotional connection to the item ,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Male, Unemployed ,Married ,Familiar/shared,No,Yes
R_YesmDHkTIbYDkFm7W,45245.87889,45245.89No2No83333,IP Address,Yes74.94.2.Yes65,Yes,anonymous,EN,Yes,35 - 44,"Currently enrolled in a postgraduate program (e.g., Master's, Ph.D., MBA)",Yes,No,No,No,Yes,Yes,Yes,2,0,0,0,4,3,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No, Reality Show                  ,Null, TV Series/Reality,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Recent (Released in the past year) ,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,No,Unknown,"Yes, I have collected items in the past.",Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Very frequently - Multiple times a month ,No,No,Yes, Price or affordability ,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Female, Student ,Single,Familiar/shared,Yes,Yes
R_bdBjlr2wNivlNoC5,45245.9Yes52662No37,45245.9Yes88773Yes48,IP Address,7No.53.Yes4.4,Yes,anonymous,EN,Yes,25-34,Completed a postgraduate degree,Yes,No,No,Yes,Yes,No,No,1,0,0,3,2,0,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, Cooking Shows                 ,Null, TV Series/Cooking,0,0,0,0,0,0,0,0,0,1,1,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No, Childhood favorite (I enjoyed it during my childhood) ,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Moderately influence ,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Occasionally - Once a month or a few times a year ,"Yes, I have collected items in the past.",Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Occasionally - Once a month or a few times a year ,No,Yes,No, Recommendations from other collectors ,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Female, Student ,Relationship,Familiar/shared,No,Yes
R_3lWGgnmoXV74Mo2,45246.3Yes88773Yes48,45246.322No37No37,IP Address,Yes9Yes.Yes56.Yes82.223,Yes,anonymous,ES,Yes,25-34,Completed a postgraduate degree,Yes,Yes,No,Yes,Yes,Yes,No,0,3,0,4,0,0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes, Caballeros del Zodiaco        ,(1985-1989), Anime/Series     ,0,0,1,1,0,0,0,0,1,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes, Childhood favorite (I enjoyed it during my childhood) ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Strongly influence ,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Occasionally - Once a month or a few times a year ,"Yes, I have collected items in the past.",Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Occasionally - Once a month or a few times a year ,No,Yes,No, Price or affordability ,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Male, Employed part-time ,Single,Alone,No,Yes
R_Yesff3aOZfpjuaZuE,45246.3993No55556,45246.4No3993No556,IP Address,2No2.Yes84.Yes35.9No,Yes,anonymous,EN,Yes,25-34,Completed a postgraduate degree,Yes,Yes,No,Yes,Yes,No,No,4,3,0,1,2,0,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, League of Legends             ,(2005-2009), Video Game       ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes, Moderately old (Released more than 5 years ago) ,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Strongly influence ,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Very frequently - Multiple times a month ,"Yes, I am currently actively collecting items.",No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Very frequently - Multiple times a month ,No,No,Yes, Emotional connection to the item ,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Male,Employed full-time ,Single,Alone,No,Yes
R_26mBdn5dyGvkqTH,45246.5693Yes7Yes296,45246.576No4Yes6667,IP Address,Yes74.9Yes.Yes73.Yes3Yes,Yes,anonymous,EN,Yes,25-34,Unknown,Yes,Yes,No,Yes,Yes,No,No,1,2,0,4,3,0,No,No,No,Yes,Yes,No,No,Yes,No,No,No, Assassin's Creed Games        ,(2005-2009), Video Game       ,0,0,1,1,0,0,0,0,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes, Moderately old (Released more than 5 years ago) ,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Slightly influence ,Yes,No,No,No,No,No,No,No,No,No,No,Rarely - Once a year or less ,"No, I have never engaged in collecting items.",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,Female,Employed full-time ,Married ,Alone,No,No
